path,size_bytes,size_mib,category,action
analysis_fire_optimizer_refinement_dev/tables/fire_10km_optimizer_parameter_comparison.csv,84911,0.081,below_50_MiB,eligible if scientifically appropriate
scripts/publication/07_generate_supplementary_material.R,84801,0.081,below_50_MiB,eligible if scientifically appropriate
analysis_spatial_threshold_sensitivity_dev/figures/profile_contrasts_by_threshold_and_buffer.png,84293,0.080,below_50_MiB,eligible if scientifically appropriate
outputs/publication/supplement/Chapter1_Supplementary_Data.xlsx,74480,0.071,below_50_MiB,eligible if scientifically appropriate
outputs/publication/supplement/source_data/Table_S13_full_historical_diagnostics.csv,71735,0.068,below_50_MiB,eligible if scientifically appropriate
outputs/publication/supplement/source_data/Figure_S3_pairwise_pseudo_boundary_diagnostic_source_data.csv,60664,0.058,below_50_MiB,eligible if scientifically appropriate
analysis_governance_profiles_robustness_dev/tables/transition_sensitivity_profile_contrasts.csv,59645,0.057,below_50_MiB,eligible if scientifically appropriate
scripts/sensitivity/03_run_revised_boundary_falsification.R,58605,0.056,below_50_MiB,eligible if scientifically appropriate
outputs/publication/figure_source_data/Figure_2_annual_trajectories.csv,54835,0.052,below_50_MiB,eligible if scientifically appropriate
reports/methods_review_final_audits/no_accessibility_clustering_map.png,53127,0.051,below_50_MiB,eligible if scientifically appropriate
outputs/publication/main_figures/Figure_4_boundary_location_diagnostic.pdf,52980,0.051,below_50_MiB,eligible if scientifically appropriate
analysis_spatial_falsification_revised_dev/tables/revised_boundary_covariate_balance.csv,52057,0.050,below_50_MiB,eligible if scientifically appropriate
reports/methods_review_final_audits/fire_changed_cells_map.png,51444,0.049,below_50_MiB,eligible if scientifically appropriate
analysis_spatial_falsification_revised_dev/figures/revised_boundary_covariate_balance.png,50105,0.048,below_50_MiB,eligible if scientifically appropriate
analysis_governance_profiles_robustness_dev/tables/transition_sensitivity_pairwise_differences.csv,49732,0.047,below_50_MiB,eligible if scientifically appropriate
scripts/publication/06_generate_main_figures_tables.R,48626,0.046,below_50_MiB,eligible if scientifically appropriate
outputs/publication/figure_source_data/Figure_4_pairwise_boundary_estimates.csv,48039,0.046,below_50_MiB,eligible if scientifically appropriate
scripts/analysis/02_fit_sparse_outcomes_and_profile_robustness.R,47645,0.045,below_50_MiB,eligible if scientifically appropriate
outputs/publication/figure_source_data/Figure_4_profile_boundary_estimates.csv,45955,0.044,below_50_MiB,eligible if scientifically appropriate
reports/methods_review_final_audits/fire_valid_coverage_map_2021.png,45495,0.043,below_50_MiB,eligible if scientifically appropriate
reports/methods_review_final_audits/fire_valid_coverage_map_2022.png,45471,0.043,below_50_MiB,eligible if scientifically appropriate
analysis_spatial_threshold_sensitivity_dev/tables/event_support_summary.csv,45100,0.043,below_50_MiB,eligible if scientifically appropriate
outputs/publication/supplement/figures/Figure_S3_pairwise_pseudo_boundary_diagnostic.pdf,43897,0.042,below_50_MiB,eligible if scientifically appropriate
scripts/sensitivity/02_audit_measurement_harmonization.R,42840,0.041,below_50_MiB,eligible if scientifically appropriate
analysis_spatial_falsification_revised_dev/figures/actual_vs_spaced_outer_comparison.png,41528,0.040,below_50_MiB,eligible if scientifically appropriate
outputs/publication/main_figures/Figure_2_chronology_time_series.pdf,41162,0.039,below_50_MiB,eligible if scientifically appropriate
analysis_spatial_falsification_revised_dev/tables/sparse_boundary_profile_estimates.csv,41134,0.039,below_50_MiB,eligible if scientifically appropriate
renv/activate.R,39257,0.037,below_50_MiB,eligible if scientifically appropriate
scripts/sensitivity/01_run_spatial_threshold_sensitivity.R,39209,0.037,below_50_MiB,eligible if scientifically appropriate
analysis_governance_profiles_robustness_dev/tables/sesu_year_inside_outside_contrasts.csv,38497,0.037,below_50_MiB,eligible if scientifically appropriate
analysis_spatial_falsification_revised_dev/tables/sparse_boundary_pairwise_differences.csv,38010,0.036,below_50_MiB,eligible if scientifically appropriate
outputs/publication/supplement/figures/Figure_S2_threshold_spatial_sensitivities.pdf,37955,0.036,below_50_MiB,eligible if scientifically appropriate
analysis_spatial_threshold_sensitivity_dev/tables/rare_outcome_beta_binomial_diagnostics.csv,37770,0.036,below_50_MiB,eligible if scientifically appropriate
config/fire_harmonized_2001_2022_manifest.csv,34484,0.033,below_50_MiB,eligible if scientifically appropriate
reports/fire_missingness_resolution/fire_missingness_maps.png,33135,0.032,below_50_MiB,eligible if scientifically appropriate
analysis_spatial_threshold_sensitivity_dev/figures/event_support_by_threshold_and_buffer.png,32987,0.031,below_50_MiB,eligible if scientifically appropriate
outputs/publication/main_figures/Figure_3_primary_contrasts.pdf,32676,0.031,below_50_MiB,eligible if scientifically appropriate
analysis_spatial_threshold_sensitivity_dev/tables/sparse_outcome_pairwise_differences.csv,31850,0.030,below_50_MiB,eligible if scientifically appropriate
outputs/publication/supplement/source_data/Figure_S2_source_data.csv,31530,0.030,below_50_MiB,eligible if scientifically appropriate
analysis_governance_profiles_robustness_dev/tables/optimizer_coefficient_comparison.csv,30926,0.029,below_50_MiB,eligible if scientifically appropriate
analysis_governance_profiles_robustness_dev/tables/leave_one_episode_out_profile_contrasts.csv,30430,0.029,below_50_MiB,eligible if scientifically appropriate
analysis_spatial_threshold_sensitivity_dev/tables/sparse_outcome_profile_estimates.csv,29259,0.028,below_50_MiB,eligible if scientifically appropriate
scripts/preprocessing/04_harmonize_fire_2021_2022.R,28863,0.028,below_50_MiB,eligible if scientifically appropriate
outputs/publication/supplement/figures/Figure_S1_clustering_diagnostics.pdf,27524,0.026,below_50_MiB,eligible if scientifically appropriate
scripts/preprocessing/03_prepare_cell_year_data.R,26694,0.025,below_50_MiB,eligible if scientifically appropriate
analysis_governance_profiles_robustness_dev/tables/leave_one_episode_out_pairwise_differences.csv,26349,0.025,below_50_MiB,eligible if scientifically appropriate
scripts/acquisition/00_acquire_remote_sensing_gee.txt,24871,0.024,below_50_MiB,eligible if scientifically appropriate
scripts/analysis/03_refine_fire_10km_optimizer.R,22676,0.022,below_50_MiB,eligible if scientifically appropriate
scripts/analysis/01_fit_governance_profile_models.R,20802,0.020,below_50_MiB,eligible if scientifically appropriate
docs/provenance/script_dependency_manifest.csv,20598,0.020,below_50_MiB,eligible if scientifically appropriate
outputs/publication/supplement/tables/Table_S06_territorial_control_chronology.csv,20345,0.019,below_50_MiB,eligible if scientifically appropriate
analysis_spatial_threshold_sensitivity_dev/tables/covariate_balance_by_sesu.csv,20261,0.019,below_50_MiB,eligible if scientifically appropriate
outputs/publication/supplement/source_data/Table_S16_complete_pseudo_boundary_pairwise_differences.csv,20062,0.019,below_50_MiB,eligible if scientifically appropriate
reports/methods_review_final_audits/clustering_near_reproduction_discrepancy_map.png,19939,0.019,below_50_MiB,eligible if scientifically appropriate
analysis_spatial_falsification_revised_dev/tables/fire_boundary_fit_diagnostics.csv,19835,0.019,below_50_MiB,eligible if scientifically appropriate
analysis_spatial_threshold_sensitivity_dev/tables/spatial_threshold_pairwise_comparison.csv,19480,0.019,below_50_MiB,eligible if scientifically appropriate
reports/methods_review_final_audits/clustering_near_reproduction_discrepancies.csv,19304,0.018,below_50_MiB,eligible if scientifically appropriate
analysis_spatial_threshold_sensitivity_dev/figures/covariate_balance_by_buffer.png,19240,0.018,below_50_MiB,eligible if scientifically appropriate
analysis_governance_profiles_robustness_dev/tables/optimizer_fit_diagnostics.csv,18630,0.018,below_50_MiB,eligible if scientifically appropriate
scripts/preprocessing/02_construct_landscape_groups.R,18345,0.017,below_50_MiB,eligible if scientifically appropriate
analysis_spatial_threshold_sensitivity_dev/tables/fire_fit_diagnostics.csv,17882,0.017,below_50_MiB,eligible if scientifically appropriate
analysis_spatial_falsification_revised_dev/tables/outer_gradient_pairwise_results.csv,17833,0.017,below_50_MiB,eligible if scientifically appropriate
outputs/publication/supplement/source_data/Table_S15_complete_actual_and_pseudo_boundary_profile_contrasts.csv,17248,0.016,below_50_MiB,eligible if scientifically appropriate
analysis_spatial_threshold_sensitivity_dev/tables/spatial_threshold_contrast_comparison.csv,17246,0.016,below_50_MiB,eligible if scientifically appropriate
outputs/publication/supplement/source_data/Table_S06B_approved_episode_evidence.csv,16884,0.016,below_50_MiB,eligible if scientifically appropriate
evidence/governance_episode_evidence_ledger.csv,16826,0.016,below_50_MiB,eligible if scientifically appropriate
analysis_spatial_falsification_revised_dev/tables/outer_gradient_profile_results.csv,15681,0.015,below_50_MiB,eligible if scientifically appropriate
outputs/publication/supplement/tables/Table_S12_spatial_domain_sensitivity.csv,15169,0.014,below_50_MiB,eligible if scientifically appropriate
analysis_spatial_threshold_sensitivity_dev/tables/tau025_allcell_reproduction_check.csv,14717,0.014,below_50_MiB,eligible if scientifically appropriate
reports/repository/cleanup_actions.csv,14168,0.014,below_50_MiB,eligible if scientifically appropriate
candidate_file_manifest.csv,13477,0.013,below_50_MiB,eligible if scientifically appropriate
analysis_spatial_threshold_sensitivity_dev/tables/tau025_input_comparison.csv,11436,0.011,below_50_MiB,eligible if scientifically appropriate
outputs/publication/supplement/tables/Table_S11_threshold_sensitivity.csv,10962,0.010,below_50_MiB,eligible if scientifically appropriate
reports/repository/dependency_audit.csv,10679,0.010,below_50_MiB,eligible if scientifically appropriate
config/disturbance_measurement_versions.csv,10330,0.010,below_50_MiB,eligible if scientifically appropriate
tests/scripts/compare_frozen_results.R,10237,0.010,below_50_MiB,eligible if scientifically appropriate
analysis_governance_profiles_robustness_dev/tables/sesu_heterogeneity_fit_diagnostics.csv,10035,0.010,below_50_MiB,eligible if scientifically appropriate
analysis_spatial_threshold_sensitivity_dev/tables/input_raster_validation.csv,9754,0.009,below_50_MiB,eligible if scientifically appropriate
analysis_governance_profiles_robustness_dev/tables/best_diagnostic_candidate_optimizer.csv,9522,0.009,below_50_MiB,eligible if scientifically appropriate
outputs/publication/supplement/tables/Table_S16_pseudo_boundary_pairwise_differences.csv,9479,0.009,below_50_MiB,eligible if scientifically appropriate
reports/methods_review_targeted_audits/fire_monthly_jd_code_counts.csv,9429,0.009,below_50_MiB,eligible if scientifically appropriate
analysis_spatial_falsification_revised_dev/tables/fire_boundary_profile_contrasts.csv,9428,0.009,below_50_MiB,eligible if scientifically appropriate
analysis_spatial_threshold_sensitivity_dev/provenance/tau025_reproduction_audit.md,9371,0.009,below_50_MiB,eligible if scientifically appropriate
analysis_spatial_threshold_sensitivity_dev/tables/sparse_strata_flags.csv,8950,0.009,below_50_MiB,eligible if scientifically appropriate
analysis_spatial_threshold_sensitivity_dev/provenance/disturbance_threshold_manifest_resolved.csv,8943,0.009,below_50_MiB,eligible if scientifically appropriate
analysis_spatial_falsification_revised_dev/tables/fire_boundary_pairwise_differences.csv,8896,0.008,below_50_MiB,eligible if scientifically appropriate
reports/supplement/governance_episode_evidence_audit.md,8666,0.008,below_50_MiB,eligible if scientifically appropriate
reports/supplement/supplement_manifest.csv,8414,0.008,below_50_MiB,eligible if scientifically appropriate
analysis_governance_profiles_robustness_dev/tables/governance_profile_robustness_summary.csv,8337,0.008,below_50_MiB,eligible if scientifically appropriate
tests/scripts/run_downstream_validation.R,8211,0.008,below_50_MiB,eligible if scientifically appropriate
outputs/publication/supplement/tables/Table_S15_actual_and_pseudo_boundary_profile_contrasts.csv,8121,0.008,below_50_MiB,eligible if scientifically appropriate
analysis_fire_optimizer_refinement_dev/tables/fire_10km_optimizer_diagnostics.csv,7746,0.007,below_50_MiB,eligible if scientifically appropriate
scripts/preprocessing/01_preprocess_fire_agriculture_sources.R,7499,0.007,below_50_MiB,eligible if scientifically appropriate
docs/decisions/fire_2021_2022_harmonization_report.md,7195,0.007,below_50_MiB,eligible if scientifically appropriate
reports/methods_review_targeted_audits/methods_reporting_facts.csv,7007,0.007,below_50_MiB,eligible if scientifically appropriate
analysis_spatial_falsification_revised_dev/tables/fire_boundary_retained_fits.csv,6983,0.007,below_50_MiB,eligible if scientifically appropriate
analysis_governance_profiles_robustness_dev/tables/optimizer_profile_contrast_comparison.csv,6875,0.007,below_50_MiB,eligible if scientifically appropriate
analysis_spatial_threshold_sensitivity_dev/tables/rare_outcome_beta_binomial_profile_contrasts.csv,6845,0.007,below_50_MiB,eligible if scientifically appropriate
docs/decisions/spatial_boundary_falsification_revised_report.md,6793,0.006,below_50_MiB,eligible if scientifically appropriate
analysis_fire_optimizer_refinement_dev/tables/fire_10km_optimizer_pairwise_differences.csv,6614,0.006,below_50_MiB,eligible if scientifically appropriate
analysis_governance_profiles_robustness_dev/logs/diagnose_agriculture_canonical_nlminb_default.txt,6210,0.006,below_50_MiB,eligible if scientifically appropriate
analysis_governance_profiles_robustness_dev/logs/diagnose_agriculture_canonical_nlminb_strict.txt,6210,0.006,below_50_MiB,eligible if scientifically appropriate
analysis_governance_profiles_robustness_dev/logs/diagnose_agriculture_canonical_optim_bfgs.txt,6115,0.006,below_50_MiB,eligible if scientifically appropriate
outputs/publication/figure_source_data/Figure_2_profile_chronology.csv,6051,0.006,below_50_MiB,eligible if scientifically appropriate
outputs/publication/supplement/tables/Table_S16_boundary_specificity_classifications.csv,5979,0.006,below_50_MiB,eligible if scientifically appropriate
reports/repository/authoritative_file_resolution.csv,5760,0.005,below_50_MiB,eligible if scientifically appropriate
reports/methods_review_final_audits/fire_valid_coverage_by_stratum.csv,5756,0.005,below_50_MiB,eligible if scientifically appropriate
analysis_spatial_falsification_revised_dev/tables/revised_boundary_balance_summary.csv,5754,0.005,below_50_MiB,eligible if scientifically appropriate
analysis_fire_optimizer_refinement_dev/tables/fire_10km_optimizer_profile_contrasts.csv,5720,0.005,below_50_MiB,eligible if scientifically appropriate
docs/decisions/spatial_threshold_sensitivity_report.md,5661,0.005,below_50_MiB,eligible if scientifically appropriate
docs/validation/measurement_harmonization_validation.md,5575,0.005,below_50_MiB,eligible if scientifically appropriate
docs/provenance/disturbance_measurement_provenance_report.md,5564,0.005,below_50_MiB,eligible if scientifically appropriate
reports/methods_review_targeted_audits/clustering_no_accessibility_map.png,5441,0.005,below_50_MiB,eligible if scientifically appropriate
docs/decisions/fire_10km_optimizer_refinement_report.md,5275,0.005,below_50_MiB,eligible if scientifically appropriate
analysis_spatial_threshold_sensitivity_dev/tables/tau025_cell_value_discrepancies_summary.csv,5109,0.005,below_50_MiB,eligible if scientifically appropriate
reports/methods_review_final_audits/fire_monthly_jd_code_counts_completed.csv,4898,0.005,below_50_MiB,eligible if scientifically appropriate
docs/validation/governance_profile_model_stability_report.md,4715,0.004,below_50_MiB,eligible if scientifically appropriate
analysis_governance_profiles_robustness_dev/tables/sesu_specific_profile_contrasts.csv,4687,0.004,below_50_MiB,eligible if scientifically appropriate
analysis_governance_profiles_robustness_dev/logs/diagnose_deforestation_canonical_nlminb_default.txt,4578,0.004,below_50_MiB,eligible if scientifically appropriate
analysis_governance_profiles_robustness_dev/logs/diagnose_deforestation_canonical_nlminb_strict.txt,4578,0.004,below_50_MiB,eligible if scientifically appropriate
analysis_spatial_falsification_revised_dev/tables/actual_vs_all_outer_summary.csv,4427,0.004,below_50_MiB,eligible if scientifically appropriate
reports/methods_review_final_audits/final_methods_reporting_facts.csv,4373,0.004,below_50_MiB,eligible if scientifically appropriate
analysis_spatial_threshold_sensitivity_dev/tables/fire_pairwise_differences.csv,4274,0.004,below_50_MiB,eligible if scientifically appropriate
analysis_spatial_threshold_sensitivity_dev/tables/sparse_outcome_model_diagnostics.csv,4263,0.004,below_50_MiB,eligible if scientifically appropriate
outputs/publication/supplement/tables/Table_S10_weighted_and_unweighted_sparse_outcome_models.csv,4130,0.004,below_50_MiB,eligible if scientifically appropriate
config/analysis_config.R,4072,0.004,below_50_MiB,eligible if scientifically appropriate
docs/validation/governance_profile_phase2_validation.md,3899,0.004,below_50_MiB,eligible if scientifically appropriate
docs/validation/spatial_threshold_phase3_validation.md,3644,0.003,below_50_MiB,eligible if scientifically appropriate
reports/methods_review_targeted_audits/sesu2_event_support.csv,3588,0.003,below_50_MiB,eligible if scientifically appropriate
analysis_governance_profiles_robustness_dev/tables/two_stage_pairwise_differences.csv,3446,0.003,below_50_MiB,eligible if scientifically appropriate
config/disturbance_threshold_manifest.csv,3413,0.003,below_50_MiB,eligible if scientifically appropriate
analysis_spatial_threshold_sensitivity_dev/tables/fire_profile_contrasts.csv,3377,0.003,below_50_MiB,eligible if scientifically appropriate
outputs/publication/figure_source_data/Figure_3_pairwise_differences.csv,3314,0.003,below_50_MiB,eligible if scientifically appropriate
docs/validation/fire_10km_optimizer_refinement_validation.md,3253,0.003,below_50_MiB,eligible if scientifically appropriate
outputs/publication/supplement/source_data/Table_S06A_annual_profile_assignments.csv,3220,0.003,below_50_MiB,eligible if scientifically appropriate
analysis_governance_profiles_robustness_dev/tables/profile_model_support_corrected.csv,3159,0.003,below_50_MiB,eligible if scientifically appropriate
outputs/publication/supplement/tables/Table_S01_landscape_comparison_covariates.csv,3080,0.003,below_50_MiB,eligible if scientifically appropriate
outputs/publication/figure_source_data/Figure_3_profile_contrasts.csv,3045,0.003,below_50_MiB,eligible if scientifically appropriate
analysis_governance_profiles_robustness_dev/tables/two_stage_profile_estimates.csv,2999,0.003,below_50_MiB,eligible if scientifically appropriate
analysis_spatial_falsification_revised_dev/tables/revised_boundary_registry.csv,2965,0.003,below_50_MiB,eligible if scientifically appropriate
analysis_governance_profiles_robustness_dev/logs/diagnose_fire_canonical_optim_bfgs.txt,2889,0.003,below_50_MiB,eligible if scientifically appropriate
reports/publication_outputs/publication_output_provenance.csv,2875,0.003,below_50_MiB,eligible if scientifically appropriate
analysis_spatial_falsification_revised_dev/tables/sparse_boundary_support.csv,2810,0.003,below_50_MiB,eligible if scientifically appropriate
analysis_spatial_falsification_revised_dev/tables/inner_check_pairwise_results.csv,2731,0.003,below_50_MiB,eligible if scientifically appropriate
reports/publication_outputs/publication_input_registry.csv,2652,0.003,below_50_MiB,eligible if scientifically appropriate
docs/decisions/old_placebo_deprecation_note.md,2584,0.002,below_50_MiB,eligible if scientifically appropriate
analysis_fire_optimizer_refinement_dev/tables/fire_10km_optimizer_retained_fits.csv,2536,0.002,below_50_MiB,eligible if scientifically appropriate
analysis_spatial_falsification_revised_dev/tables/inner_check_profile_results.csv,2474,0.002,below_50_MiB,eligible if scientifically appropriate
docs/decisions/spatial_boundary_falsification_design_revision.md,2423,0.002,below_50_MiB,eligible if scientifically appropriate
outputs/publication/supplement/tables/Table_S09_primary_pairwise_profile_differences.csv,2295,0.002,below_50_MiB,eligible if scientifically appropriate
reports/publication_outputs/main_figure_captions.md,2226,0.002,below_50_MiB,eligible if scientifically appropriate
docs/validation/spatial_boundary_falsification_revised_validation.md,2218,0.002,below_50_MiB,eligible if scientifically appropriate
outputs/publication/supplement/tables/Table_S17_measurement_and_validation_decisions.csv,2217,0.002,below_50_MiB,eligible if scientifically appropriate
analysis_spatial_falsification_revised_dev/tables/actual_vs_spaced_outer_pairwise_comparison.csv,2183,0.002,below_50_MiB,eligible if scientifically appropriate
outputs/publication/supplement/tables/Table_S18_reproducibility_environment_and_authoritative_inputs.csv,2163,0.002,below_50_MiB,eligible if scientifically appropriate
outputs/publication/supplement/tables/Table_S08_primary_profile_specific_contrasts.csv,2090,0.002,below_50_MiB,eligible if scientifically appropriate
analysis_spatial_falsification_revised_dev/tables/boundary_specificity_classification.csv,2021,0.002,below_50_MiB,eligible if scientifically appropriate
analysis_spatial_falsification_revised_dev/tables/actual_vs_spaced_outer_profile_comparison.csv,1949,0.002,below_50_MiB,eligible if scientifically appropriate
outputs/publication/main_tables/Table_2_primary_evidence.html,1890,0.002,below_50_MiB,eligible if scientifically appropriate
docs/methods/governance_profile_mapping.md,1883,0.002,below_50_MiB,eligible if scientifically appropriate
reports/methods_review_targeted_audits/sesu2_support_by_spatial_design.csv,1874,0.002,below_50_MiB,eligible if scientifically appropriate
analysis_fire_optimizer_refinement_dev/tables/baseline_10km_fit_diagnostics.csv,1835,0.002,below_50_MiB,eligible if scientifically appropriate
analysis_spatial_threshold_sensitivity_dev/tables/spatial_design_decision_matrix.csv,1804,0.002,below_50_MiB,eligible if scientifically appropriate
analysis_spatial_falsification_revised_dev/provenance/sessionInfo.txt,1789,0.002,below_50_MiB,eligible if scientifically appropriate
analysis_spatial_threshold_sensitivity_dev/provenance/sessionInfo.txt,1789,0.002,below_50_MiB,eligible if scientifically appropriate
reports/methods_review_final_audits/final_methods_audit_decision.md,1759,0.002,below_50_MiB,eligible if scientifically appropriate
outputs/publication/main_tables/Table_1_data_products.html,1500,0.001,below_50_MiB,eligible if scientifically appropriate
analysis_spatial_threshold_sensitivity_dev/tables/spatial_threshold_stability_summary.csv,1442,0.001,below_50_MiB,eligible if scientifically appropriate
analysis_governance_profiles_robustness_dev/tables/episode_influence_summary.csv,1404,0.001,below_50_MiB,eligible if scientifically appropriate
reports/publication_outputs/figure_layout_revision_v2.md,1402,0.001,below_50_MiB,eligible if scientifically appropriate
reports/publication/two_repository_preflight.md,1354,0.001,below_50_MiB,eligible if scientifically appropriate
analysis_fire_optimizer_refinement_dev/tables/baseline_10km_pairwise_differences.csv,1313,0.001,below_50_MiB,eligible if scientifically appropriate
outputs/publication/supplement/tables/Table_S14_fire_optimizer_diagnostics.csv,1279,0.001,below_50_MiB,eligible if scientifically appropriate
analysis_governance_profiles_robustness_dev/provenance/sessionInfo.txt,1265,0.001,below_50_MiB,eligible if scientifically appropriate
analysis_governance_profiles_robustness_dev/tables/optimizer_stability_summary.csv,1260,0.001,below_50_MiB,eligible if scientifically appropriate
analysis_governance_profiles_robustness_dev/tables/transition_sensitivity_scenarios.csv,1260,0.001,below_50_MiB,eligible if scientifically appropriate
analysis_fire_optimizer_refinement_dev/provenance/sessionInfo.txt,1245,0.001,below_50_MiB,eligible if scientifically appropriate
RUN_ANALYSIS.md,1228,0.001,below_50_MiB,eligible if scientifically appropriate
analysis_governance_profiles_robustness_dev/tables/bootstrap_profile_contrasts_finite.csv,1220,0.001,below_50_MiB,eligible if scientifically appropriate
analysis_governance_profiles_robustness_dev/logs/diagnose_fire_canonical_nlminb_default.txt,1217,0.001,below_50_MiB,eligible if scientifically appropriate
analysis_governance_profiles_robustness_dev/logs/diagnose_fire_canonical_nlminb_strict.txt,1217,0.001,below_50_MiB,eligible if scientifically appropriate
outputs/publication/main_tables/Table_2_primary_evidence.csv,1146,0.001,below_50_MiB,eligible if scientifically appropriate
outputs/publication/table_source_data/Table_2_primary_evidence_source.csv,1146,0.001,below_50_MiB,eligible if scientifically appropriate
outputs/publication/supplement/source_data/Figure_S1_source_data.csv,1145,0.001,below_50_MiB,eligible if scientifically appropriate
analysis_fire_optimizer_refinement_dev/tables/baseline_10km_profile_contrasts.csv,1093,0.001,below_50_MiB,eligible if scientifically appropriate
reports/supplement/sessionInfo.txt,1089,0.001,below_50_MiB,eligible if scientifically appropriate
reports/fire_missingness_resolution/fire_missingness_summary.csv,1081,0.001,below_50_MiB,eligible if scientifically appropriate
reports/fire_missingness_resolution/fire_missingness_final_decision.md,1026,0.001,below_50_MiB,eligible if scientifically appropriate
outputs/publication/supplement/README_supplementary_data.md,1017,0.001,below_50_MiB,eligible if scientifically appropriate
analysis_spatial_threshold_sensitivity_dev/tables/covariate_balance_summary.csv,1003,0.001,below_50_MiB,eligible if scientifically appropriate
analysis_governance_profiles_robustness_dev/tables/sesu_between_landscape_differences.csv,1001,0.001,below_50_MiB,eligible if scientifically appropriate
analysis_fire_optimizer_refinement_dev/tables/baseline_10km_reproduction_check.csv,1000,0.001,below_50_MiB,eligible if scientifically appropriate
reports/methods_review_final_audits/no_accessibility_cluster_support.csv,983,0.001,below_50_MiB,eligible if scientifically appropriate
outputs/publication/supplement/tables/Table_S13_landscape_transition_and_episode_diagnostics.csv,971,0.001,below_50_MiB,eligible if scientifically appropriate
reports/methods_review_final_audits/fire_observation_aware_pairwise_differences.csv,949,0.001,below_50_MiB,eligible if scientifically appropriate
reports/supplement/main_text_cross_reference_map.csv,946,0.001,below_50_MiB,eligible if scientifically appropriate
outputs/publication/supplement/tables/Table_S04_spatial_design_balance_and_event_support.csv,944,0.001,below_50_MiB,eligible if scientifically appropriate
analysis_governance_profiles_robustness_dev/tables/governance_transition_review_sheet.csv,939,0.001,below_50_MiB,eligible if scientifically appropriate
.gitignore,930,0.001,below_50_MiB,eligible if scientifically appropriate
analysis_governance_profiles_robustness_dev/tables/phase1_point_estimate_reproduction.csv,927,0.001,below_50_MiB,eligible if scientifically appropriate
analysis_governance_profiles_robustness_dev/tables/bootstrap_profile_contrasts_strict.csv,925,0.001,below_50_MiB,eligible if scientifically appropriate
scripts/lib/project_paths.R,871,0.001,below_50_MiB,eligible if scientifically appropriate
reports/methods_review_final_audits/fire_observation_aware_profile_contrasts.csv,865,0.001,below_50_MiB,eligible if scientifically appropriate
